Total I/Os per Second ,Total MBs per Second ,Average I/O Response Time (ms) ,Maximum I/O Response Time (ms) ,% CPU Utilization (total) ,Total Error Count ,
8669.23,1083.65,14.7641,39.4887,5.36 %,0,
8785.70,1098.21,14.5616,36.2179,2.38 %,0,
8724.50,1090.56,14.6673,38.6281,4.98 %,0,
8896.27,1112.03,14.3618,35.5162,2.05 %,0,
8956.36,1119.54,14.3126,37.9483,4.05 %,0,
8886.70,1110.84,14.3793,38.0064,2.86 %,0,
8487.36,1060.92,15.1131,37.6268,2.44 %,0,
8756.12,1094.52,14.6236,33.9011,1.89 %,0,
8870.73,1108.84,14.4178,36.0525,3.17 %,0,
8842.13,1105.27,14.4655,37.5332,2.64 %,0,
8781.82,1097.73,14.5913,37.8760,2.64 %,0,
8929.98,1116.25,14.3292,38.6397,3.55 %,0,
8970.23,1121.28,14.2821,36.3141,4.35 %,0,
8760.01,1095.00,14.6035,35.6473,4.71 %,0,
8943.34,1117.92,14.3141,35.0814,3.48 %,0,
8869.07,1108.63,14.4353,36.9055,2.82 %,0,
8872.19,1109.02,14.4145,40.1796,2.55 %,0,
8842.11,1105.26,14.4892,38.1395,3.52 %,0,
8748.85,1093.61,14.5900,36.4212,2.33 %,0,
9000.31,1125.04,14.2617,37.7475,2.71 %,0,
9222.16,1152.77,13.8833,41.4527,3.66 %,0,
9274.25,1159.28,13.7977,31.8394,1.65 %,0,
9354.12,1169.27,13.6799,36.6622,2.74 %,0,
9389.05,1173.63,13.6290,35.2125,2.84 %,0,
9276.65,1159.58,13.8019,32.6298,5.76 %,0,
9411.67,1176.46,13.6068,32.9099,1.76 %,0,
9353.87,1169.23,13.6557,32.1611,2.45 %,0,
9393.18,1174.15,13.6572,32.5904,4.19 %,0,
9369.93,1171.24,13.6558,33.7099,4.04 %,0,
9334.69,1166.84,13.7105,35.7483,2.19 %,0,
9319.53,1164.94,13.7382,33.9044,2.05 %,0,
9365.38,1170.67,13.6399,36.3576,3.70 %,0,
9485.56,1185.70,13.5018,31.4154,3.23 %,0,
9161.42,1145.18,13.9656,37.1056,3.69 %,0,
9271.36,1158.92,13.8174,33.6434,3.20 %,0,
9503.85,1187.98,13.4794,33.5862,3.05 %,0,
9428.52,1178.57,13.5702,41.7170,1.77 %,0,
9540.33,1192.54,13.4088,33.2312,2.68 %,0,
9711.49,1213.94,13.1875,34.9407,3.31 %,0,
9547.92,1193.49,13.4072,37.9039,2.19 %,0,
9314.33,1164.29,13.7531,34.9223,3.37 %,0,
9609.63,1201.20,13.2824,32.8767,1.17 %,0,
9697.78,1212.22,13.2349,32.6286,3.04 %,0,
9661.63,1207.70,13.2373,32.7075,4.03 %,0,
9624.42,1203.05,13.3047,33.3534,3.47 %,0,
9613.88,1201.74,13.3176,32.2415,4.11 %,0,
9667.96,1208.49,13.2324,33.4383,2.89 %,0,
9642.85,1205.36,13.2483,29.3491,2.49 %,0,
9600.60,1200.08,13.3419,35.7615,3.14 %,0,
9573.84,1196.73,13.3781,31.3753,3.38 %,0,
9577.77,1197.22,13.3633,35.2310,3.81 %,0,
9280.68,1160.09,13.7662,33.5080,3.46 %,0,
9576.37,1197.05,13.3879,33.2510,3.47 %,0,
9603.19,1200.40,13.3443,34.0137,3.61 %,0,
9684.83,1210.60,13.2150,37.6498,4.19 %,0,
9725.83,1215.73,13.1569,39.1582,3.55 %,0,
9666.11,1208.26,13.2492,37.1695,2.44 %,0,
9388.13,1173.52,13.6191,35.0731,4.03 %,0,
9596.39,1199.55,13.3466,34.9395,3.64 %,0,
9587.82,1198.48,13.3140,32.1402,3.91 %,0,
9580.62,1197.58,13.3985,35.7378,3.04 %,0,
9494.48,1186.81,13.4603,35.4880,2.54 %,0,
9434.54,1179.32,13.5726,36.1000,2.92 %,0,
9310.99,1163.87,13.7472,32.2936,3.69 %,0,
8850.40,1106.30,14.4641,35.7396,3.74 %,0,
8862.53,1107.82,14.4291,39.2113,2.92 %,0,
8714.16,1089.27,14.6923,37.7396,3.33 %,0,
8351.26,1043.91,15.3310,39.1433,2.62 %,0,
8629.54,1078.69,14.8259,39.5048,2.45 %,0,
8581.78,1072.72,14.8959,43.2455,3.78 %,0,
8572.83,1071.60,14.8782,39.9793,2.78 %,0,
8632.45,1079.06,14.9115,40.1388,3.00 %,0,
8661.86,1082.73,14.7760,37.4406,4.67 %,0,
8644.05,1080.51,14.8168,37.2786,3.57 %,0,
8631.90,1078.99,14.8125,37.9864,3.95 %,0,
8676.23,1084.53,14.7547,39.3110,1.54 %,0,
8698.50,1087.31,14.7244,33.8344,2.65 %,0,
8729.84,1091.23,14.6338,36.7201,3.46 %,0,
8685.05,1085.63,14.7731,42.9459,3.95 %,0,
8682.22,1085.28,14.7334,34.4143,4.10 %,0,
8711.16,1088.89,14.7024,40.1268,2.82 %,0,
8785.37,1098.17,14.5679,34.3318,4.26 %,0,
8998.64,1124.83,14.2039,35.9933,3.67 %,0,
8991.34,1123.92,14.2295,33.6427,3.42 %,0,
9175.32,1146.91,13.9753,42.5909,2.36 %,0,
9333.11,1166.64,13.7139,35.2605,3.63 %,0,
9223.76,1152.97,13.8857,35.6234,5.27 %,0,
9243.04,1155.38,13.8430,36.4879,2.11 %,0,
9655.35,1206.92,13.2330,34.6154,2.70 %,0,
9585.98,1198.25,13.3758,35.0159,2.53 %,0,
9433.46,1179.18,13.5796,38.7083,3.18 %,0,
9572.37,1196.55,13.3704,32.7666,4.74 %,0,
9551.44,1193.93,13.3864,32.5364,3.14 %,0,
9646.22,1205.78,13.2810,35.1798,4.55 %,0,
9450.99,1181.37,13.5352,35.4988,2.44 %,0,
9623.35,1202.92,13.3086,35.9882,2.46 %,0,
9590.11,1198.76,13.3413,34.2366,3.44 %,0,
9610.30,1201.29,13.3276,29.6580,3.07 %,0,
9575.56,1196.94,13.3536,40.5399,2.53 %,0,
9615.49,1201.94,13.3217,31.3563,3.73 %,0,
9620.93,1202.62,13.3015,32.3319,2.24 %,0,
9635.56,1204.45,13.2849,35.3314,4.01 %,0,
9455.70,1181.96,13.5171,36.0394,1.99 %,0,
9595.26,1199.41,13.3413,34.4550,3.62 %,0,
9595.74,1199.47,13.3410,31.7328,4.31 %,0,
9649.66,1206.21,13.2552,38.1671,3.84 %,0,
9498.54,1187.32,13.4857,34.9017,5.60 %,0,
9638.50,1204.81,13.2924,33.6199,2.93 %,0,
9624.85,1203.11,13.2951,34.6399,3.03 %,0,
9602.69,1200.34,13.3309,32.0172,3.68 %,0,
9451.92,1181.49,13.5299,33.9757,3.73 %,0,
9593.32,1199.16,13.3544,35.4416,4.59 %,0,
9537.10,1192.14,13.4033,35.8260,4.50 %,0,
9587.04,1198.38,13.3630,35.5536,2.10 %,0,
9744.39,1218.05,13.1199,32.0230,2.80 %,0,
9605.55,1200.69,13.3365,37.4653,3.34 %,0,
9646.96,1205.87,13.2789,29.1410,3.49 %,0,
9578.75,1197.34,13.3702,33.2553,2.58 %,0,
9342.22,1167.78,13.6896,33.3974,3.62 %,0,
9258.70,1157.34,13.8375,34.4641,2.89 %,0,
9400.59,1175.07,13.5989,36.8556,4.45 %,0,
9325.75,1165.72,13.7254,35.2893,2.93 %,0,
9354.00,1169.25,13.6917,37.3901,1.46 %,0,
9526.55,1190.82,13.4120,32.2528,3.04 %,0,
9507.81,1188.48,13.4880,35.0224,3.26 %,0,
9494.51,1186.81,13.4744,33.3232,4.43 %,0,
8894.37,1111.80,14.3707,39.2757,5.82 %,0,
8900.59,1112.57,14.3920,35.1542,2.34 %,0,
8956.88,1119.61,14.2658,32.8966,4.96 %,0,
8825.86,1103.23,14.4632,38.4863,3.79 %,0,
9003.86,1125.48,14.2643,40.7427,1.50 %,0,
9061.08,1132.63,14.1429,37.0799,2.76 %,0,
8972.80,1121.60,14.2641,36.6219,2.51 %,0,
8552.34,1069.04,14.9719,41.5579,3.39 %,0,
8899.94,1112.49,14.3843,36.1556,2.79 %,0,
8984.51,1123.06,14.2426,33.9986,3.30 %,0,
8877.79,1109.72,14.4193,35.0480,5.26 %,0,
8857.95,1107.24,14.4234,33.6490,2.51 %,0,
8946.52,1118.32,14.3428,36.4889,3.04 %,0,
8809.48,1101.19,14.5210,35.6056,4.30 %,0,
8690.33,1086.29,14.7331,36.2423,2.28 %,0,
8803.39,1100.42,14.5055,33.2698,2.80 %,0,
9034.32,1129.29,14.1792,38.0150,2.15 %,0,
8882.97,1110.37,14.4124,39.6760,3.54 %,0,
8957.93,1119.74,14.2867,40.2947,3.32 %,0,
8845.24,1105.65,14.4489,34.4283,2.40 %,0,
8819.70,1102.46,14.5588,38.4555,1.56 %,0,
8904.56,1113.07,14.3642,35.7132,2.84 %,0,
8870.99,1108.87,14.4317,35.8802,4.18 %,0,
8786.48,1098.31,14.5725,39.2344,2.95 %,0,
8958.07,1119.76,14.2772,36.9268,4.79 %,0,
9060.66,1132.58,14.1336,31.2810,2.94 %,0,
8801.85,1100.23,14.5268,35.4732,6.46 %,0,
8765.88,1095.73,14.6145,42.3682,2.73 %,0,
8927.86,1115.98,14.3267,35.7023,3.27 %,0,
8978.94,1122.37,14.2646,34.9814,4.11 %,0,
9089.21,1136.15,14.0708,35.3985,2.48 %,0,
9378.40,1172.30,13.6603,35.8207,3.97 %,0,
9358.79,1169.85,13.6551,34.7196,3.05 %,0,
9305.56,1163.19,13.7851,39.1334,4.19 %,0,
9329.53,1166.19,13.6975,36.2128,5.07 %,0,
9195.42,1149.43,13.9170,38.8118,3.70 %,0,
9387.20,1173.40,13.6576,32.7943,4.82 %,0,
9236.86,1154.61,13.8389,38.4941,4.27 %,0,
9379.69,1172.46,13.6678,34.1998,1.90 %,0,
9434.38,1179.30,13.5630,33.9575,4.73 %,0,
9355.04,1169.38,13.6650,36.2133,3.47 %,0,
9403.31,1175.41,13.6273,34.9887,3.19 %,0,
9451.17,1181.40,13.5470,36.7735,3.38 %,0,
9461.38,1182.67,13.5213,31.0952,3.59 %,0,
9345.08,1168.13,13.6884,32.4119,2.74 %,0,
9376.66,1172.08,13.6504,33.9318,3.92 %,0,
9343.58,1167.95,13.7076,37.8953,2.14 %,0,
9307.95,1163.49,13.7388,33.0634,1.87 %,0,
9455.21,1181.90,13.5589,35.2241,3.32 %,0,
9348.86,1168.61,13.6733,35.2631,4.60 %,0,
9199.13,1149.89,13.9256,31.8674,2.18 %,0,
9333.05,1166.63,13.7147,38.8367,2.97 %,0,
9217.54,1152.19,13.8791,35.0654,3.33 %,0,
9414.74,1176.84,13.5920,34.5089,3.51 %,0,
9339.82,1167.48,13.7081,34.6166,1.92 %,0,
9379.79,1172.47,13.6583,35.7742,3.54 %,0,
9231.00,1153.88,13.8630,31.4171,3.06 %,0,
9366.49,1170.81,13.6292,32.6494,4.45 %,0,
9316.26,1164.53,13.7741,33.8578,2.85 %,0,
9379.90,1172.49,13.6497,35.1585,2.66 %,0,
9469.72,1183.72,13.5156,33.1088,3.04 %,0,
9340.77,1167.60,13.7061,33.7189,2.07 %,0,
9348.07,1168.51,13.6732,36.0619,3.76 %,0,
9336.68,1167.08,13.7211,33.8540,4.35 %,0,
9366.06,1170.76,13.6627,33.8557,2.16 %,0,
9542.66,1192.83,13.3918,34.2755,4.53 %,0,
0.00,0.00,0.0000,0.0000,0.00 %,0,
