Total I/Os per Second ,Total MBs per Second ,Average I/O Response Time (ms) ,Maximum I/O Response Time (ms) ,% CPU Utilization (total) ,Total Error Count ,
9243.81,1155.48,13.8394,37.9115,3.91 %,0,
9327.05,1165.88,13.7355,35.1898,1.49 %,0,
9385.16,1173.14,13.6422,36.1055,3.01 %,0,
9494.86,1186.86,13.4768,35.1353,4.58 %,0,
9443.22,1180.40,13.5465,34.9966,3.01 %,0,
9352.05,1169.01,13.6951,37.6381,3.44 %,0,
9451.23,1181.40,13.5285,33.5668,4.34 %,0,
9443.79,1180.47,13.5632,37.7012,4.70 %,0,
9412.72,1176.59,13.5617,32.2467,2.33 %,0,
9507.87,1188.48,13.4796,36.5896,3.27 %,0,
9321.60,1165.20,13.7283,30.2360,3.70 %,0,
9238.12,1154.77,13.8623,33.4029,2.80 %,0,
9373.02,1171.63,13.6687,34.5357,2.54 %,0,
9331.09,1166.39,13.6949,40.9748,2.96 %,0,
9035.36,1129.42,14.1723,37.5246,3.00 %,0,
9338.86,1167.36,13.7265,35.9959,3.97 %,0,
9419.29,1177.41,13.5700,32.6301,4.22 %,0,
9198.82,1149.85,13.9238,37.6895,2.95 %,0,
8637.90,1079.74,14.8119,37.6498,3.55 %,0,
8960.40,1120.05,14.2884,37.3633,3.17 %,0,
8905.72,1113.21,14.3796,34.9105,4.32 %,0,
8869.77,1108.72,14.4041,33.5210,2.22 %,0,
8877.36,1109.67,14.4429,33.4181,3.98 %,0,
8880.24,1110.03,14.4162,39.4140,1.60 %,0,
8969.60,1121.20,14.2687,37.9692,2.41 %,0,
8748.04,1093.50,14.6275,35.8720,3.51 %,0,
8979.70,1122.46,14.2521,36.8960,3.20 %,0,
8713.55,1089.19,14.6846,39.6065,2.50 %,0,
8797.36,1099.67,14.5497,35.1049,4.19 %,0,
8902.24,1112.78,14.3774,38.2451,1.68 %,0,
8888.26,1111.03,14.3986,36.2895,4.69 %,0,
8975.79,1121.97,14.2707,36.0579,2.93 %,0,
8725.67,1090.71,14.6497,35.9065,2.72 %,0,
8957.86,1119.73,14.3051,34.4356,4.08 %,0,
8758.42,1094.80,14.5838,34.4541,3.25 %,0,
8909.75,1113.72,14.3776,37.3930,2.69 %,0,
8726.49,1090.81,14.6563,35.8853,3.31 %,0,
8999.71,1124.96,14.2512,36.6134,3.23 %,0,
8960.15,1120.02,14.2612,36.7928,3.55 %,0,
9180.89,1147.61,13.9794,34.9626,2.51 %,0,
9389.70,1173.71,13.6338,35.0177,4.12 %,0,
9366.96,1170.87,13.6552,33.9479,4.02 %,0,
9452.79,1181.60,13.5450,33.4484,2.36 %,0,
9363.99,1170.50,13.6663,35.2109,3.47 %,0,
9447.09,1180.89,13.5571,33.4775,3.78 %,0,
9398.09,1174.76,13.6085,33.2580,2.86 %,0,
9438.32,1179.79,13.5727,33.0435,3.13 %,0,
9497.61,1187.20,13.4695,36.3171,3.43 %,0,
9193.91,1149.24,13.9291,35.2275,2.32 %,0,
9405.60,1175.70,13.6070,34.6837,4.05 %,0,
9361.21,1170.15,13.6547,34.5712,4.13 %,0,
9321.87,1165.23,13.7286,38.2167,4.61 %,0,
9359.49,1169.94,13.6993,32.9207,2.40 %,0,
9366.81,1170.85,13.6577,34.2344,4.39 %,0,
9333.25,1166.66,13.7096,33.8171,2.16 %,0,
9447.66,1180.96,13.5488,36.6510,1.90 %,0,
9370.02,1171.25,13.6715,37.1115,2.92 %,0,
9318.46,1164.81,13.7280,32.9980,4.75 %,0,
9069.56,1133.70,14.1191,36.5279,2.66 %,0,
9355.81,1169.48,13.6701,38.6276,2.91 %,0,
9205.56,1150.70,13.8540,39.7735,4.18 %,0,
9150.61,1143.83,14.0408,36.7170,3.16 %,0,
8962.07,1120.26,14.2808,35.0670,4.78 %,0,
9031.53,1128.94,14.1679,35.3491,3.17 %,0,
9191.55,1148.94,13.9315,38.7572,4.67 %,0,
9463.70,1182.96,13.5354,36.6970,2.80 %,0,
9368.41,1171.05,13.6501,30.5918,3.88 %,0,
9422.32,1177.79,13.5895,32.6356,2.56 %,0,
9370.61,1171.33,13.6608,32.7572,4.39 %,0,
9371.23,1171.40,13.6563,35.2409,3.30 %,0,
9403.18,1175.40,13.6049,34.2396,2.72 %,0,
9441.81,1180.23,13.5605,32.1569,4.48 %,0,
9246.13,1155.77,13.8334,33.5310,1.43 %,0,
9396.91,1174.61,13.6457,33.3237,2.04 %,0,
9433.05,1179.13,13.5512,36.3100,2.78 %,0,
9368.68,1171.08,13.6612,33.3663,5.64 %,0,
9209.11,1151.14,13.8663,36.1785,2.89 %,0,
9195.77,1149.47,13.9518,34.5401,1.95 %,0,
9532.92,1191.61,13.4260,41.5463,4.86 %,0,
9464.75,1183.09,13.5117,31.8596,3.76 %,0,
9282.58,1160.32,13.7863,37.6398,3.31 %,0,
9440.30,1180.04,13.5875,36.3511,2.07 %,0,
9511.18,1188.90,13.4296,30.9252,3.70 %,0,
9362.20,1170.27,13.6913,35.0037,3.76 %,0,
9363.87,1170.48,13.6748,35.3343,3.14 %,0,
9378.21,1172.28,13.6086,36.5808,1.65 %,0,
9427.25,1178.41,13.6169,34.0738,2.27 %,0,
9230.41,1153.80,13.8416,34.4303,1.61 %,0,
9328.03,1166.00,13.7338,33.0131,3.82 %,0,
9375.66,1171.96,13.6568,37.3809,4.18 %,0,
9423.62,1177.95,13.5862,31.8046,3.22 %,0,
9426.12,1178.26,13.5782,32.4616,2.46 %,0,
9471.24,1183.91,13.5238,34.5019,3.56 %,0,
9443.36,1180.42,13.5442,33.0232,3.56 %,0,
9220.75,1152.59,13.8928,36.4018,4.66 %,0,
9010.28,1126.29,14.1777,34.3040,4.04 %,0,
8810.39,1101.30,14.5434,36.2814,3.75 %,0,
8804.06,1100.51,14.5323,34.6723,3.35 %,0,
8822.52,1102.81,14.5024,34.1223,2.96 %,0,
8987.86,1123.48,14.2461,35.7018,1.36 %,0,
8941.59,1117.70,14.3250,36.5363,3.03 %,0,
8910.28,1113.79,14.3568,33.5782,2.96 %,0,
8890.84,1111.35,14.3743,39.6950,2.81 %,0,
8895.43,1111.93,14.4165,37.8552,2.46 %,0,
8986.28,1123.28,14.2495,37.0828,2.93 %,0,
8877.08,1109.64,14.3726,33.6307,3.63 %,0,
8936.04,1117.00,14.3466,36.7316,4.49 %,0,
9026.57,1128.32,14.1765,37.1111,3.31 %,0,
8626.09,1078.26,14.8585,39.4132,3.30 %,0,
8727.11,1090.89,14.6478,35.3555,3.93 %,0,
8778.74,1097.34,14.5818,40.4377,2.26 %,0,
8826.02,1103.25,14.5225,35.0212,2.33 %,0,
8909.77,1113.72,14.3550,38.8418,2.09 %,0,
8952.73,1119.09,14.2957,40.3043,1.28 %,0,
8996.78,1124.60,14.2185,33.8389,3.05 %,0,
8809.25,1101.16,14.5492,36.7785,3.85 %,0,
9386.02,1173.25,13.6202,34.6960,4.72 %,0,
9452.29,1181.54,13.5608,33.5284,3.26 %,0,
9417.03,1177.13,13.5935,34.7454,3.91 %,0,
9357.24,1169.66,13.6740,34.2247,4.10 %,0,
9502.83,1187.85,13.4626,31.8519,3.53 %,0,
9493.38,1186.67,13.4818,31.2659,4.07 %,0,
9376.60,1172.07,13.6723,36.0898,3.04 %,0,
9591.01,1198.88,13.3230,35.9529,2.90 %,0,
9692.31,1211.54,13.1982,32.8725,4.65 %,0,
9549.80,1193.73,13.4123,33.5402,3.48 %,0,
9480.97,1185.12,13.5172,37.0283,3.33 %,0,
9576.68,1197.08,13.3462,32.6712,2.69 %,0,
9444.56,1180.57,13.5625,33.4908,3.31 %,0,
9586.19,1198.27,13.3519,34.8358,3.52 %,0,
9569.43,1196.18,13.3701,33.1851,3.48 %,0,
9584.06,1198.01,13.3748,36.2796,3.31 %,0,
9655.72,1206.96,13.2552,35.4372,4.19 %,0,
9574.17,1196.77,13.3459,38.4560,2.53 %,0,
9431.51,1178.94,13.5710,34.8877,3.13 %,0,
9453.76,1181.72,13.5517,36.6595,2.33 %,0,
9469.54,1183.69,13.5249,32.1503,3.16 %,0,
9511.62,1188.95,13.4481,33.1210,2.86 %,0,
9464.76,1183.10,13.5365,34.8580,3.04 %,0,
9361.69,1170.21,13.6569,33.8419,2.93 %,0,
9401.96,1175.25,13.5484,36.9481,2.07 %,0,
9443.72,1180.47,13.6135,33.5380,3.20 %,0,
9316.92,1164.61,13.7461,33.9708,4.74 %,0,
9293.20,1161.65,13.7393,40.0775,3.07 %,0,
9284.44,1160.56,13.8274,33.8641,3.18 %,0,
9439.43,1179.93,13.5379,37.8111,3.38 %,0,
9463.69,1182.96,13.5328,34.9833,3.66 %,0,
9340.98,1167.62,13.7136,31.9582,2.98 %,0,
9183.53,1147.94,13.9471,37.9925,4.74 %,0,
9477.15,1184.64,13.4871,34.1114,3.29 %,0,
9437.84,1179.73,13.5663,35.0023,4.83 %,0,
9452.06,1181.51,13.5482,35.6212,2.88 %,0,
9390.30,1173.79,13.6231,33.1906,2.84 %,0,
9441.14,1180.14,13.5429,35.7078,4.96 %,0,
9355.33,1169.42,13.6968,35.6677,3.27 %,0,
9137.46,1142.18,14.0158,43.2970,1.10 %,0,
8870.64,1108.83,14.4236,36.1609,4.00 %,0,
8748.46,1093.56,14.6233,33.5250,2.18 %,0,
8772.59,1096.57,14.6039,35.4633,5.02 %,0,
8939.25,1117.41,14.3031,36.2421,2.29 %,0,
8931.66,1116.46,14.3393,36.5638,1.08 %,0,
8895.60,1111.95,14.3820,43.7416,2.91 %,0,
8878.79,1109.85,14.4183,35.3393,2.31 %,0,
8793.48,1099.18,14.5297,35.5359,2.74 %,0,
8789.03,1098.63,14.6075,38.6553,3.37 %,0,
8822.42,1102.80,14.4741,39.0821,1.77 %,0,
8848.79,1106.10,14.4608,35.3368,3.00 %,0,
8783.91,1097.99,14.6035,35.9630,3.54 %,0,
8880.46,1110.06,14.4088,38.8649,3.26 %,0,
8917.43,1114.68,14.2866,42.7974,3.68 %,0,
8599.77,1074.97,14.9422,39.9485,2.69 %,0,
8860.76,1107.60,14.4576,33.1005,2.85 %,0,
8883.92,1110.49,14.4142,36.0343,1.58 %,0,
8968.09,1121.01,14.2439,34.0271,4.51 %,0,
8804.36,1100.54,14.5623,35.0696,1.69 %,0,
8876.50,1109.56,14.4165,36.1195,5.33 %,0,
8757.61,1094.70,14.6209,35.4184,2.67 %,0,
8715.69,1089.46,14.6765,38.0928,1.19 %,0,
8901.18,1112.65,14.3806,34.2074,1.82 %,0,
9057.84,1132.23,14.1436,34.9128,5.75 %,0,
8884.24,1110.53,14.3859,35.7222,1.80 %,0,
8879.60,1109.95,14.4194,38.3952,4.53 %,0,
8861.71,1107.71,14.4344,33.7173,2.46 %,0,
8717.59,1089.70,14.6791,35.1709,2.58 %,0,
8847.62,1105.95,14.4861,35.8213,4.25 %,0,
9335.95,1166.99,13.7231,32.7159,2.40 %,0,
9353.31,1169.16,13.6612,33.0128,1.93 %,0,
9211.23,1151.40,13.9149,44.2291,1.97 %,0,
9223.39,1152.92,13.8367,36.2040,5.30 %,0,
9427.13,1178.39,13.6013,36.7879,3.40 %,0,
9196.87,1149.61,13.9445,36.5821,3.52 %,0,
9401.49,1175.19,13.5871,35.4932,4.87 %,0,
9415.90,1176.99,13.6037,32.0253,3.15 %,0,
9599.39,1199.92,13.3303,33.7686,1.75 %,0,
9684.95,1210.62,13.2184,32.5638,3.45 %,0,
9569.82,1196.23,13.3832,36.9528,2.52 %,0,
9619.73,1202.47,13.3047,34.5822,3.16 %,0,
9619.74,1202.47,13.2965,30.5542,3.71 %,0,
9581.58,1197.70,13.3713,34.3428,2.70 %,0,
9580.29,1197.54,13.3249,37.4150,3.35 %,0,
9559.06,1194.88,13.4156,35.8764,4.03 %,0,
9574.81,1196.85,13.3447,34.1578,1.97 %,0,
9467.26,1183.41,13.5398,33.2971,3.22 %,0,
9589.56,1198.70,13.3612,33.5964,3.50 %,0,
9417.10,1177.14,13.5987,35.4846,2.59 %,0,
9548.35,1193.54,13.3682,33.7995,3.46 %,0,
9667.70,1208.46,13.2559,32.6156,3.38 %,0,
9615.63,1201.95,13.3214,36.8946,3.25 %,0,
9681.10,1210.14,13.2224,31.3133,2.88 %,0,
9605.35,1200.67,13.3084,34.9537,4.69 %,0,
9442.12,1180.27,13.5722,35.6549,2.88 %,0,
9734.87,1216.86,13.1596,32.4011,2.57 %,0,
9598.59,1199.82,13.3261,30.2841,4.37 %,0,
9616.54,1202.07,13.3120,35.8808,2.02 %,0,
9613.59,1201.70,13.3004,32.3259,3.67 %,0,
9403.02,1175.38,13.6227,34.1140,4.11 %,0,
9246.63,1155.83,13.8113,38.0853,3.42 %,0,
9317.71,1164.71,13.7718,37.3218,2.34 %,0,
9151.65,1143.96,13.9699,33.5502,2.67 %,0,
8902.95,1112.87,14.3610,35.0238,4.03 %,0,
8894.28,1111.79,14.4046,36.0961,1.49 %,0,
8865.22,1108.15,14.4360,34.7878,4.34 %,0,
8883.97,1110.50,14.4057,31.4482,2.02 %,0,
8714.96,1089.37,14.6841,39.6617,2.60 %,0,
8693.62,1086.70,14.7272,37.2241,1.14 %,0,
8735.29,1091.91,14.6497,36.6038,5.95 %,0,
8707.29,1088.41,14.7022,37.0832,10.54 %,0,
8880.16,1110.02,14.4328,34.3976,2.49 %,0,
8923.29,1115.41,14.3170,36.3186,2.66 %,0,
8880.87,1110.11,14.4010,33.9299,2.76 %,0,
8553.67,1069.21,14.9805,37.7478,2.18 %,0,
8719.63,1089.95,14.6690,38.8231,2.46 %,0,
8884.02,1110.50,14.4312,36.4029,2.18 %,0,
8909.93,1113.74,14.3553,33.8181,3.23 %,0,
8786.09,1098.26,14.5512,39.0573,3.80 %,0,
8933.60,1116.70,14.3622,38.0652,3.22 %,0,
8973.89,1121.74,14.2419,32.7762,1.42 %,0,
8828.17,1103.52,14.4874,34.2790,2.75 %,0,
9060.92,1132.61,14.1496,37.4710,2.23 %,0,
9359.80,1169.97,13.6818,33.0959,3.09 %,0,
9373.40,1171.67,13.6386,30.8031,2.73 %,0,
9299.56,1162.44,13.7866,32.5968,3.33 %,0,
9239.62,1154.95,13.8490,37.6532,2.59 %,0,
9331.72,1166.47,13.7227,35.6337,1.78 %,0,
9144.43,1143.05,13.9682,36.9117,2.66 %,0,
9255.14,1156.89,13.8465,32.4026,5.20 %,0,
9377.02,1172.13,13.6502,33.1432,3.16 %,0,
9390.92,1173.87,13.6286,34.1053,4.20 %,0,
9265.10,1158.14,13.8298,35.5153,3.96 %,0,
9391.11,1173.89,13.6247,32.5039,2.50 %,0,
9421.12,1177.64,13.5784,35.1628,4.68 %,0,
9370.62,1171.33,13.6582,36.2768,3.79 %,0,
9353.11,1169.14,13.7020,34.3763,2.14 %,0,
9367.37,1170.92,13.6552,36.9097,3.65 %,0,
9334.61,1166.83,13.7019,36.1855,2.28 %,0,
9422.24,1177.78,13.5984,33.6998,4.36 %,0,
9387.58,1173.45,13.6047,34.9581,4.69 %,0,
8983.15,1122.89,14.2706,38.1963,2.89 %,0,
9414.15,1176.77,13.6003,30.9010,3.07 %,0,
9514.50,1189.31,13.4477,35.2472,2.81 %,0,
9374.31,1171.79,13.6610,37.0125,1.90 %,0,
9466.76,1183.35,13.5250,37.4244,5.02 %,0,
9408.62,1176.08,13.6027,37.0346,2.32 %,0,
9213.19,1151.65,13.8795,36.3426,2.57 %,0,
9139.29,1142.41,14.0079,35.7510,5.35 %,0,
9357.17,1169.65,13.6713,34.0492,3.99 %,0,
9418.96,1177.37,13.5984,33.5029,3.13 %,0,
9353.77,1169.22,13.6929,33.4627,2.09 %,0,
9475.80,1184.47,13.4753,31.0783,3.07 %,0,
9344.78,1168.10,13.7208,32.8286,2.58 %,0,
9456.73,1182.09,13.5398,34.9524,4.98 %,0,
9477.94,1184.74,13.4901,39.0888,2.17 %,0,
9310.70,1163.84,13.7459,37.2313,2.72 %,0,
9353.26,1169.16,13.7025,38.1718,4.69 %,0,
9189.14,1148.64,13.8885,34.0916,2.88 %,0,
8631.73,1078.97,14.8375,36.9771,1.77 %,0,
8842.72,1105.34,14.5030,35.8423,4.47 %,0,
8893.45,1111.68,14.3640,36.6347,3.03 %,0,
8928.72,1116.09,14.3533,38.0771,4.55 %,0,
8977.34,1122.17,14.2660,35.5446,2.19 %,0,
9023.33,1127.92,14.1836,36.5308,2.99 %,0,
8748.68,1093.58,14.6326,35.4164,2.03 %,0,
8837.90,1104.74,14.4831,35.6161,2.93 %,0,
8871.41,1108.93,14.4071,41.9105,2.50 %,0,
8858.50,1107.31,14.4625,34.8565,3.21 %,0,
8915.13,1114.39,14.3608,37.8631,4.59 %,0,
8881.32,1110.16,14.3565,36.1501,2.80 %,0,
8923.39,1115.42,14.3906,36.0428,4.37 %,0,
8839.91,1104.99,14.4704,39.7835,1.74 %,0,
8799.49,1099.94,14.5580,36.5671,3.40 %,0,
8909.79,1113.72,14.3286,36.1907,2.47 %,0,
8743.20,1092.90,14.6847,36.4721,3.70 %,0,
8670.00,1083.75,14.7570,40.5586,1.82 %,0,
8833.75,1104.22,14.4789,34.4664,3.21 %,0,
8829.47,1103.68,14.4929,36.3838,3.24 %,0,
8891.09,1111.39,14.3978,37.0274,3.06 %,0,
8884.24,1110.53,14.4368,37.0382,4.00 %,0,
8907.46,1113.43,14.3359,37.2129,2.32 %,0,
8884.26,1110.53,14.4290,35.7354,2.06 %,0,
8894.59,1111.82,14.3951,34.0179,3.12 %,0,
8979.14,1122.39,14.2274,33.8276,5.97 %,0,
9248.43,1156.05,13.8743,38.1496,3.76 %,0,
9343.30,1167.91,13.6836,32.5121,2.00 %,0,
9424.47,1178.06,13.5928,35.1489,3.04 %,0,
9368.47,1171.06,13.6618,35.0979,4.80 %,0,
9460.61,1182.58,13.5367,37.3139,4.67 %,0,
9420.03,1177.50,13.5755,35.6709,5.98 %,0,
9470.32,1183.79,13.5043,35.3143,5.49 %,0,
9366.08,1170.76,13.6897,37.7549,4.82 %,0,
9392.32,1174.04,13.6277,36.5922,3.67 %,0,
9234.51,1154.31,13.8567,33.4424,3.14 %,0,
9196.20,1149.53,13.9055,32.7465,3.10 %,0,
9474.20,1184.28,13.5281,34.3464,2.62 %,0,
9371.40,1171.43,13.6372,36.7918,2.68 %,0,
9294.47,1161.81,13.7840,32.3819,4.65 %,0,
9275.35,1159.42,13.7972,37.4283,3.58 %,0,
9361.62,1170.20,13.6765,31.7650,3.11 %,0,
9350.37,1168.80,13.6740,37.8586,2.89 %,0,
9372.91,1171.61,13.6652,36.5234,2.27 %,0,
9312.79,1164.10,13.7357,36.1102,3.68 %,0,
9378.66,1172.33,13.6402,33.1827,5.70 %,0,
9351.36,1168.92,13.7055,36.7785,3.25 %,0,
9348.60,1168.58,13.6911,34.4931,1.22 %,0,
9328.12,1166.01,13.7156,33.7908,2.38 %,0,
9466.37,1183.30,13.5319,32.8001,1.50 %,0,
9361.80,1170.22,13.6758,35.2137,2.21 %,0,
9420.96,1177.62,13.5666,30.0806,3.10 %,0,
9222.37,1152.80,13.8829,35.1531,3.37 %,0,
9374.99,1171.87,13.6640,35.3199,3.74 %,0,
9384.54,1173.07,13.6289,34.1487,2.19 %,0,
9442.47,1180.31,13.5740,31.5431,2.65 %,0,
9228.45,1153.56,13.8442,34.4566,4.20 %,0,
9387.44,1173.43,13.6541,35.2319,2.85 %,0,
9376.54,1172.07,13.6431,35.1175,3.37 %,0,
9379.28,1172.41,13.6498,34.4546,1.30 %,0,
9220.53,1152.57,13.8850,36.4052,2.45 %,0,
9377.52,1172.19,13.6548,36.9056,3.61 %,0,
9369.63,1171.20,13.6496,33.4685,2.17 %,0,
9251.30,1156.41,13.8460,39.1043,2.44 %,0,
9516.27,1189.53,13.4144,34.7095,1.56 %,0,
9415.91,1176.99,13.6084,34.8211,1.78 %,0,
9448.94,1181.12,13.5674,31.6910,1.87 %,0,
9325.34,1165.67,13.7207,40.9510,2.28 %,0,
9313.89,1164.24,13.7397,41.8428,3.53 %,0,
9249.86,1156.23,13.8496,35.9434,2.13 %,0,
9275.71,1159.46,13.7803,35.2223,4.45 %,0,
8888.59,1111.07,14.4167,37.9230,3.33 %,0,
8906.75,1113.34,14.3652,34.9645,1.65 %,0,
8939.56,1117.44,14.3160,33.9735,3.13 %,0,
9032.19,1129.02,14.1717,36.7469,4.95 %,0,
8941.16,1117.64,14.2965,38.9821,4.98 %,0,
8971.30,1121.41,14.2847,45.0890,2.74 %,0,
8879.38,1109.92,14.4195,35.9965,3.49 %,0,
8975.12,1121.89,14.2506,35.4504,3.26 %,0,
8902.19,1112.77,14.3749,36.6054,2.29 %,0,
8875.39,1109.42,14.4334,39.0914,3.80 %,0,
9063.89,1132.99,14.1238,34.5216,3.45 %,0,
9057.58,1132.20,14.1147,35.5336,3.23 %,0,
8826.45,1103.31,14.4909,36.3123,4.17 %,0,
8644.43,1080.55,14.8146,35.1297,2.91 %,0,
8928.87,1116.11,14.3400,35.4402,1.65 %,0,
8931.43,1116.43,14.3223,32.7645,3.08 %,0,
8879.02,1109.88,14.3920,38.5606,3.87 %,0,
8884.06,1110.51,14.4429,40.2263,3.16 %,0,
9001.36,1125.17,14.2250,35.2748,4.84 %,0,
8586.49,1073.31,14.9075,35.6645,2.65 %,0,
8732.96,1091.62,14.5682,39.3550,3.32 %,0,
8911.68,1113.96,14.4404,42.7834,2.32 %,0,
8950.24,1118.78,14.2912,36.9728,2.18 %,0,
8946.29,1118.29,14.3275,33.7041,3.55 %,0,
9387.08,1173.38,13.6330,36.3806,2.13 %,0,
9240.88,1155.11,13.8426,33.2081,3.72 %,0,
9685.31,1210.66,13.2228,33.0986,3.14 %,0,
9602.71,1200.34,13.3269,39.2609,3.02 %,0,
9567.78,1195.97,13.3592,36.1363,6.11 %,0,
9534.81,1191.85,13.4525,34.5452,3.71 %,0,
9708.12,1213.51,13.1790,32.7003,2.75 %,0,
9496.83,1187.10,13.4706,35.6320,3.17 %,0,
9472.89,1184.11,13.5227,30.3195,5.05 %,0,
9563.60,1195.45,13.3793,34.6161,2.37 %,0,
9676.56,1209.57,13.2338,34.4547,4.14 %,0,
9433.64,1179.20,13.5482,34.8281,2.94 %,0,
9694.94,1211.87,13.1856,34.8625,3.30 %,0,
9604.10,1200.51,13.3403,33.4464,3.85 %,0,
9575.54,1196.94,13.3646,33.5845,4.70 %,0,
9563.76,1195.47,13.3995,32.5544,3.96 %,0,
9442.51,1180.31,13.5481,32.7072,3.70 %,0,
9588.97,1198.62,13.3499,31.8806,2.01 %,0,
9452.37,1181.55,13.5570,33.3493,1.52 %,0,
9641.49,1205.19,13.2698,32.5886,3.72 %,0,
9655.35,1206.92,13.2501,33.2405,5.29 %,0,
9574.12,1196.77,13.3801,35.2695,2.45 %,0,
9724.71,1215.59,13.1653,34.0385,2.27 %,0,
9647.67,1205.96,13.2528,32.8613,2.89 %,0,
9596.26,1199.53,13.3232,31.9041,3.20 %,0,
9540.26,1192.53,13.4199,33.4889,2.26 %,0,
9607.40,1200.93,13.3386,32.1110,2.94 %,0,
9524.87,1190.61,13.4326,33.2178,3.82 %,0,
9410.65,1176.33,13.6029,32.5236,4.04 %,0,
9409.62,1176.20,13.5918,32.0055,2.56 %,0,
8967.00,1120.87,14.2843,38.8679,3.29 %,0,
8850.58,1106.32,14.4619,34.4950,3.90 %,0,
8840.89,1105.11,14.4687,34.9679,2.82 %,0,
8736.04,1092.01,14.6653,37.5064,1.34 %,0,
8964.41,1120.55,14.2671,35.6201,5.67 %,0,
8866.03,1108.25,14.4344,38.9947,2.43 %,0,
8679.63,1084.95,14.7560,38.7657,2.32 %,0,
8456.02,1057.00,15.1319,39.5368,2.32 %,0,
8648.74,1081.09,14.7904,38.7542,2.88 %,0,
8607.62,1075.95,14.8679,35.3755,4.76 %,0,
8602.42,1075.30,14.9004,41.3373,2.67 %,0,
8692.88,1086.61,14.6717,32.8434,5.18 %,0,
8637.43,1079.68,14.8716,34.8802,2.52 %,0,
8640.55,1080.07,14.7863,37.0409,1.64 %,0,
8634.32,1079.29,14.8506,36.3950,3.17 %,0,
8633.91,1079.24,14.8201,43.0414,3.53 %,0,
8815.60,1101.95,14.5250,38.0880,3.04 %,0,
8981.38,1122.67,14.2414,33.8945,3.24 %,0,
9085.38,1135.67,14.1065,33.0340,3.68 %,0,
8759.41,1094.93,14.5892,34.2131,1.82 %,0,
8936.24,1117.03,14.3055,38.3388,3.19 %,0,
8887.39,1110.92,14.4292,38.4315,2.17 %,0,
8879.04,1109.88,14.3875,36.2274,2.19 %,0,
8879.31,1109.91,14.4439,36.5604,1.48 %,0,
8918.02,1114.75,14.3332,33.6384,3.87 %,0,
8896.13,1112.02,14.4032,38.5499,2.07 %,0,
8770.23,1096.28,14.6013,37.2975,3.17 %,0,
8956.34,1119.54,14.2909,35.9284,2.85 %,0,
8948.47,1118.56,14.2828,33.8711,2.34 %,0,
9141.91,1142.74,14.0072,41.6807,3.73 %,0,
9462.64,1182.83,13.5429,37.3031,4.12 %,0,
9644.91,1205.61,13.2699,33.5486,3.84 %,0,
9260.05,1157.51,13.8028,36.1801,1.59 %,0,
9576.46,1197.06,13.3689,34.6498,3.75 %,0,
9526.40,1190.80,13.4493,34.2205,2.91 %,0,
9333.32,1166.67,13.6979,32.3972,3.34 %,0,
9571.94,1196.49,13.3716,32.1162,3.33 %,0,
9715.69,1214.46,13.1719,32.7870,4.52 %,0,
9612.03,1201.50,13.3399,36.4238,2.83 %,0,
9406.94,1175.87,13.5885,37.4803,4.03 %,0,
9642.32,1205.29,13.2907,30.1496,3.55 %,0,
9610.32,1201.29,13.3069,34.5088,3.27 %,0,
9483.84,1185.48,13.5027,32.5849,2.11 %,0,
9554.22,1194.28,13.3911,33.3755,1.76 %,0,
9587.43,1198.43,13.3612,36.4562,2.00 %,0,
9547.83,1193.48,13.3876,34.0470,3.76 %,0,
9680.46,1210.06,13.2317,32.6337,2.74 %,0,
9444.41,1180.55,13.5422,32.2306,4.81 %,0,
9598.28,1199.79,13.3345,30.3932,1.86 %,0,
9605.13,1200.64,13.3216,33.1673,3.00 %,0,
9515.67,1189.46,13.4499,33.0053,2.91 %,0,
9395.69,1174.46,13.6250,37.3973,2.71 %,0,
9434.91,1179.36,13.5672,32.0519,3.62 %,0,
9409.45,1176.18,13.6243,32.7056,2.80 %,0,
9337.76,1167.22,13.6987,31.4128,2.63 %,0,
9035.68,1129.46,14.1622,34.0083,4.23 %,0,
9099.12,1137.39,14.0712,37.6319,3.39 %,0,
9406.21,1175.78,13.6132,35.4934,5.24 %,0,
9405.60,1175.70,13.5799,36.8426,3.16 %,0,
9514.51,1189.31,13.4603,34.7696,3.48 %,0,
9322.61,1165.33,13.7206,34.1854,2.61 %,0,
8897.29,1112.16,14.3992,34.0535,3.85 %,0,
8891.58,1111.45,14.4071,36.5036,3.71 %,0,
8885.42,1110.68,14.4002,36.1666,2.76 %,0,
9049.81,1131.23,14.1262,38.9856,3.13 %,0,
8728.14,1091.02,14.6903,39.5037,3.27 %,0,
8768.66,1096.08,14.5878,36.1720,1.74 %,0,
8726.90,1090.86,14.6754,38.5001,2.82 %,0,
8944.01,1118.00,14.3025,39.5735,5.00 %,0,
8694.95,1086.87,14.7241,43.7339,3.90 %,0,
8901.70,1112.71,14.3898,34.9523,4.10 %,0,
8821.13,1102.64,14.5003,40.6348,2.96 %,0,
8971.89,1121.49,14.2569,33.3038,2.76 %,0,
8879.11,1109.89,14.4139,35.3705,3.22 %,0,
8795.61,1099.45,14.5323,35.4814,3.60 %,0,
8653.12,1081.64,14.7826,37.8711,2.67 %,0,
8861.42,1107.68,14.4818,37.0131,3.09 %,0,
8882.79,1110.35,14.4081,38.7503,4.37 %,0,
8868.17,1108.52,14.4383,39.5081,5.02 %,0,
8960.95,1120.12,14.2928,33.1593,3.19 %,0,
